,sample2,sample4,sample1,sample3
LOC124904570,7,2,0,3
ZBTB18,977,927,750,760
LOC440742,0,0,0,0
LOC105373261,0,0,0,0
LOC105373260,0,0,0,0
LOC105373262,1,0,2,0
C1orf100,10,4,1,2
ADSS2,3795,3959,1932,2248
CATSPERE,22,39,21,32
DESI2,6131,6824,3300,4225
C1orf202,14,7,10,8
LOC107985372,0,0,0,0
COX20,1151,1021,744,824
HNRNPU,29827,34657,24097,29993
SNORA100,0,0,0,0
LOC124904588,1,1,0,0
LOC101928068,5,5,9,11
LOC124900416,6,3,3,0
EFCAB2,184,221,215,292
LOC107985725,4,3,7,6
LOC124904572,2,3,3,2
KIF26B,120,69,328,706
KIF26B-AS1,1,2,3,2
LOC124904571,1,0,2,0
LOC105373265,7,3,2,6
SMYD3,944,612,938,1242
SMYD3-AS1,8,0,2,6
LOC124904573,47,31,43,33
LINC01743,0,0,1,0
TFB2M,550,918,311,390
CNST,1296,1439,1042,1236
LOC105373271,1,0,0,2
LOC102724382,5,8,6,5
SCCPDH,1070,1251,1416,1952
LINC01341,31,24,23,18
AHCTF1,5991,5612,3472,4098
ZNF670-ZNF695,11,7,2,2
ZNF695,644,553,329,391
ZNF670,748,848,467,622
ZNF669,720,968,355,476
FLJ39095,12,33,27,21
LINC02897,16,19,18,14
ZNF124,1058,1414,1002,1508
MIR3916,94,106,59,84
VN1R5,2,0,0,1
LOC105373273,3,2,0,0
ZNF496,4757,4392,4471,7678
ZNF496-DT,606,922,367,516
LOC124904574,36,30,34,32
LOC107985375,1,3,1,2
NLRP3,6,1,4,4
LOC124904575,0,1,1,0
OR2B11,1,4,1,0
OR2W5P,0,1,1,0
GCSAML,0,0,0,0
OR2C3,0,0,0,1
GCSAML-AS1,0,0,0,0
LOC102724446,0,0,0,1
OR2G2,0,0,0,0
OR2G3,0,0,0,0
OR14L1,0,0,0,0
OR13G1,0,1,2,2
OR6F1,1,0,0,1
OR14A2,1,2,2,1
OR14K1,0,0,0,0
OR1C1,2,0,2,1
OR9H1P,1,1,1,5
OR14A16,3,0,73,121
OR11L1,0,0,0,0
TRIM58,48,44,52,58
OR2W3,9,10,5,9
OR2T8,0,1,3,0
OR2AJ1,0,0,0,0
OR2L13,7,0,7,11
OR2L8,3,3,2,0
OR2AK2,3,0,2,0
OR2L1P,6,2,3,2
OR2L5,0,0,1,4
OR2L2,1,0,2,1
OR2L3,1,0,0,3
LOC105373275,0,0,0,2
OR2M1P,0,0,0,0
OR2M5,0,0,0,0
OR2M2,0,0,0,0
OR2M3,0,0,1,0
OR2M4,0,0,0,0
OR2T33,1,0,0,0
OR2T12,0,0,0,0
OR2M7,0,0,0,0
OR14C36,0,0,0,0
OR2T4,0,0,0,0
OR2T6,0,0,0,0
OR2T1,0,0,0,0
OR2T7,0,0,0,0
OR2T2,0,0,0,0
LOC105373279,0,0,0,0
OR2T3,1,0,0,0
LOC105373277,0,0,0,0
OR2T5,0,0,0,0
OR2G6,0,0,0,1
OR2T29,0,0,0,0
LOC124904576,0,0,0,0
OR2T34,0,0,0,0
OR2T10,0,0,0,0
OR2T11,0,0,0,0
OR2T35,0,0,0,0
OR2T27,0,0,0,0
OR14I1,0,0,0,0
LYPD9P,0,0,0,0
LYPD8,0,0,0,0
LOC107985747,0,0,0,0
LOC124904577,4,3,1,3
SH3BP5L,1520,2009,830,1106
MIR3124,3,2,0,6
ZNF672,1668,1898,916,859
ZNF692,992,1064,519,726
PGBD2,234,332,100,217
TRL-CAA4-1,1,0,0,0
TRE-CTC2-1,8,5,5,7
LOC105379854,0,0,1,0
LOC101060632,0,0,0,0
LOC124905319,0,0,0,0
LOC105379522,2,1,2,1
LOC124905564,169,174,210,328
LOC124905320,0,0,0,0
LOC105379523,0,0,0,0
LOC107987365,1,0,1,0
LOC107987366,0,1,3,2
LOC102724562,102,68,163,303
LOC124905321,66,35,80,94
TRN-GTT26-1,47,68,52,42
LOC440570,108,110,70,42
TRNAE-UUC,0,0,0,0
FAM110C,485,409,38,35
LOC105373324,0,1,0,0
SH3YL1,714,689,307,470
ACP1,3453,3913,2489,3349
ALKAL2,18,26,12,9
LOC101927262,6,8,7,5
LOC105373346,7,11,4,2
LINC01865,0,0,0,0
LOC105373351,0,0,0,0
LOC124905962,0,0,0,0
LOC124907599,0,0,0,0
LINC01874,0,0,0,0
LOC100996637,0,0,0,0
LINC01875,0,0,0,0
LOC105373352,0,0,0,0
TMEM18,734,708,647,952
TMEM18-DT,9,2,7,10
LOC105373479,1,0,0,0
LOC105373358,0,0,0,0
LOC105373480,16,9,10,18
LINC01115,0,0,0,3
LINC01939,0,0,0,1
SNTG2-AS1,167,165,49,62
SNTG2,493,305,103,80
LOC124905965,1,1,0,0
LOC105373359,3,1,0,1
TPO,39,23,8,3
LOC124905966,41,29,10,1
LOC102723730,4,6,4,1
LOC124907722,7,1,0,0
PXDN,11236,10687,12870,15502
LOC124907723,7,16,8,8
LOC124907724,0,0,0,3
MYT1L,10,11,6,5
LOC124905967,4,10,8,6
LOC107985838,0,0,0,0
MYT1L-AS1,0,0,0,0
LOC105373389,0,0,0,0
LOC107985839,0,0,0,0
LOC105373390,0,0,0,0
LOC124905968,0,0,0,0
LINC01250,1,0,0,2
LOC124906153,0,0,1,0
LOC107985840,8,3,5,3
EIPR1,776,961,796,949
TRAPPC12,1307,1604,1201,1457
TRAPPC12-AS1,82,74,39,52
LOC112268321,117,85,34,64
ADI1,976,1545,692,885
LOC124907725,12,17,10,13
RNASEH1,1963,2738,1003,1181
RNASEH1-DT,301,410,122,167
LOC124907726,38,46,56,64
RPS7,24632,24947,20868,24807
COLEC11,24,13,23,54
ALLC,2,3,2,1
LOC105373393,0,1,0,0
DCDC2C,12,12,5,6
LINC01304,0,0,0,0
LOC105373394,0,0,0,0
LOC105373395,0,0,0,0
LOC105373397,0,0,0,0
LOC107985841,0,0,0,0
LINC01249,6,3,6,9
LOC105373398,0,0,0,0
LOC105373399,0,0,0,0
LOC107985842,0,1,0,0
LOC124905950,0,0,0,0
LOC107985843,0,0,1,1
LINC01248,8,13,7,8
LOC124908052,6,15,16,18
SOX11,5694,5106,2725,3219
LOC112268411,36,33,12,10
LINC01810,0,0,0,0
SILC1,0,0,0,0
MIR7158,0,0,0,0
LOC400940,0,3,0,0
LOC105373401,0,0,0,0
LINC01247,0,0,0,0
LOC105373402,0,0,0,0
LINC01824,0,0,0,0
LOC107985845,0,0,0,0
LINC01246,0,0,0,0
MIR7515HG,0,0,0,0
MIR7515,0,0,0,0
LINC00487,1,3,0,1
LOC105373404,0,0,0,2
NRIR,0,0,0,1
CMPK2,21,26,15,13
RSAD2,4,6,1,0
GRASLND,43,57,19,20
RNF144A,1223,1242,830,974
LOC101929452,3,2,0,2
LOC124908053,13,3,3,2
LOC107985846,1,0,0,0
LOC107985847,5,8,4,4
LOC105373406,4,2,1,2
LOC100506274,4,2,1,2
LOC105373407,0,0,0,0
LOC101929510,4,4,0,0
LOC107985848,7,5,0,1
LINC01871,0,3,0,0
LOC105373408,1,1,2,1
LOC101929861,21,18,25,13
LOC105373409,1411,1086,1085,725
LOC101929551,91,41,65,20
LINC00298,1,0,3,2
LOC124907727,2,0,0,0
LINC00299,2,3,0,1
LINC01814,26,16,8,8
LOC105373411,0,0,0,0
ID2-AS1,8,7,14,13
ID2,1032,702,895,861
KIDINS220,3317,3174,3649,4490
MBOAT2,1276,1263,633,795
LOC124906167,2,0,0,0
LOC124907728,20,26,21,32
LOC124907729,0,0,0,0
LOC105373414,39,29,0,1
LOC105373416,2,0,1,0
LOC105373415,0,0,0,0
LOC105373417,0,0,0,0
ASAP2,755,630,145,179
LOC124907730,9,11,2,1
ITGB1BP1,458,583,327,408
CPSF3,5492,6224,3624,4259
IAH1,319,360,334,488
ADAM17,1614,1460,1260,1802
LOC124906162,1,1,1,0
LOC101929643,39,19,28,19
YWHAQ,12912,14949,7864,10038
LOC105373418,1,0,0,0
LOC105373419,0,0,0,0
LOC124905969,0,0,0,0
LOC100996549,0,0,2,1
LOC105373421,0,1,0,0
TAF1B,937,1056,796,1042
LOC105373422,0,1,2,1
GRHL1,63,123,6,4
LOC124905970,3,7,1,1
LOC112268412,3,3,0,0
KLF11-DT,13,16,13,18
KLF11,373,387,469,518
CYS1,13,6,20,15
RRM2,6046,8571,1927,1658
LOC124906144,13,4,2,3
MIR4261,1,0,0,2
LOC105373424,16,7,16,20
LOC124907731,0,0,0,0
LOC101929691,8,10,8,5
LOC124900530,0,1,0,0
HPCAL1,409,373,218,243
LOC124905972,6,7,2,4
LOC124907732,0,0,3,1
ODC1,7485,9789,15590,13235
SNORA80B,21,19,40,77
ODC1-DT,21,39,99,82
LOC105373426,1,0,4,4
NOL10,1681,2058,1119,1421
RN7SL832P,10,22,12,12
ATP6V1C2,94,83,52,57
LOC105373428,41,19,28,49
PDIA6,12136,13483,10328,12729
LOC124905973,1,1,2,0
LINC01954,0,1,0,2
KCNF1,73,46,48,85
FLJ33534,5,1,2,1
C2orf50,38,37,24,21
SLC66A3,288,269,484,562
ROCK2,3953,4193,2755,3146
LOC124907733,1,1,2,2
PPIAP60,3,4,3,1
LOC124907734,0,0,0,0
LINC00570,0,0,2,0
LOC105373429,10,6,5,6
E2F6,498,573,479,758
GREB1,2628,2308,4280,5018
MIR4429,0,1,1,0
NTSR2,4,1,0,1
LPIN1,1048,958,1213,1603
LOC100506405,34,68,36,25
LOC101929752,1,3,2,1
LOC124907735,13,15,6,14
MIR548S,0,1,0,0
LOC105373430,1,0,1,1
MIR4262,1,0,0,0
MIR3681HG,2,1,1,1
LOC124906141,0,0,0,0
LOC105373433,0,1,1,0
LOC105373432,0,0,0,0
MIR3681,0,0,0,0
LOC105373431,0,0,0,0
LOC107985853,1,0,1,0
LOC124905974,26,39,56,39
TRIB2,3013,2947,2528,3497
MIR3125,3,4,3,1
LOC100506474,4,0,0,0
LOC105373436,2,5,0,0
LOC105373484,0,0,0,0
LOC105373437,2,0,0,0
LOC105373485,0,1,0,2
LOC105373438,0,0,0,0
LOC124907736,2,0,0,6
LOC107985854,0,0,0,0
LINC00276,1,5,5,6
LRATD1,263,134,95,154
NBAS,4365,3393,5661,7429
LOC105373440,1,2,0,0
LOC124905975,17,24,12,20
DDX1,4793,6113,3782,4588
LINC01804,0,0,0,0
LOC124905976,0,0,0,0
LOC124906147,0,0,0,0
MYCNUT,0,0,0,0
MYCNOS,33,46,14,24
MYCN,1452,1962,999,1794
GACAT3,4,5,0,0
LOC105373443,0,0,0,0
LOC124908049,0,0,0,0
LOC107985855,0,0,0,0
LOC105373444,0,0,0,0
CYRIA,395,342,116,177
LINC01866,0,0,13,24
LOC105373447,0,0,0,0
LOC105373448,0,0,0,0
RAD51AP2,77,33,55,38
VSNL1,2903,2823,351,260
LOC124908054,53,30,10,6
SMC6,4229,4769,4372,4810
GEN1,1038,1190,1098,1314
LOC105373449,0,0,5,1
MSGN1,1,1,1721,1458
LOC112267888,0,0,2,0
LOC124907737,4,3,0,5
KCNS3,673,923,411,515
LOC124900534,0,0,0,0
LOC105373451,2,0,0,0
LOC105373454,2,2,32,18
NT5C1B-RDH14,0,0,0,0
RDH14,0,0,0,0
LOC105373456,15,17,36,41
NT5C1B,0,0,2,2
LINC01376,32,15,18,20
LOC124907739,26,3,14,1
LOC124907738,1,0,2,0
OSR1,22,20,57,69
MIR4757,0,0,0,0
LOC101928196,0,0,0,0
LOC105373458,0,0,0,0
LINC01808,0,0,0,0
LOC105373459,0,0,2,0
LOC124905977,1,0,1,0
LOC105373461,0,0,0,0
LINC00954,12,16,18,15
TTC32,68,71,68,90
WDR35,2029,2941,1750,1818
WDR35-DT,8,9,24,28
MATN3,184,203,346,396
LAPTM4A,4147,4513,2571,3372
LOC124900607,2,4,4,4
LAPTM4A-DT,0,0,0,1
LOC107985807,0,0,0,0
SDC1,1696,3206,803,818
LOC124905978,64,62,21,22
PUM2,5304,3484,3654,3910
LOC105373465,0,0,0,0
RHOB,598,557,1383,1615
LOC107985856,0,2,2,0
LOC102724948,2,1,0,0
HS1BP3,567,412,876,1238
HS1BP3-IT1,1,0,3,1
LOC124907740,22,23,29,31
LOC105373466,4,0,1,1
GDF7,32,13,38,21
LDAH,1932,2062,1491,1904
LINC02850,0,0,0,0
APOB,49,38,63,78
LOC124905593,0,0,1,0
LOC124908055,0,0,0,0
TDRD15,0,0,5,3
LOC105374317,0,0,0,1
LOC105374318,0,0,0,2
LOC100507562,0,0,0,0
LOC107984020,0,0,0,0
LOC101929230,0,0,0,1
LINC01822,0,0,0,0
LOC124908056,0,0,4,5
LOC105374320,0,1,0,5
LOC124905953,0,1,0,1
LINC01830,0,0,5,7
LINC01884,0,0,0,0
LOC107985857,0,0,0,0
LOC124908057,0,0,0,0
LOC107985792,0,1,0,2
LOC107985858,0,2,0,0
LOC102723389,2,2,0,0
LINC02923,7,7,4,5
KLHL29,218,173,100,101
LOC124907741,7,0,2,4
LOC105374325,7,2,1,2
LOC102723401,2,0,0,1
ATAD2B,1588,1413,1365,1542
UBXN2A,1129,1555,850,1150
MFSD2B,40,25,23,22
WDCP,1535,1900,755,984
FKBP1B,750,788,853,1171
SF3B6,2520,2561,1821,2136
FAM228B,60,67,128,245
TP53I3,447,673,560,721
PFN4,8,3,19,18
LOC105374328,0,0,0,1
FAM228A,2,0,2,18
ITSN2,1037,890,942,1107
LOC124900541,0,1,0,0
LOC105374329,0,0,0,1
NCOA1,1059,973,1387,1861
PTRHD1,592,695,467,570
LOC105369164,11,9,9,9
CENPO,938,1320,461,519
ADCY3,1351,1544,962,914
LOC105377626,16,24,20,7
LOC124907742,24,11,6,5
DNAJC27,160,164,169,214
DNAJC27-AS1,3,2,17,29
EFR3B,873,875,344,293
POMC,55,61,304,284
LINC01381,0,1,1,0
DNMT3A,3968,4952,2544,3296
MIR1301,0,1,0,0
DTNB,885,880,647,850
DTNB-AS1,57,49,26,26
LOC124900608,47,47,18,27
LOC105374332,1,0,2,0
ASXL2,4022,3173,2315,2150
KIF3C,2384,2312,1897,2547
LOC124907743,0,0,1,1
RAB10,4285,4577,3548,4416
LOC105374333,228,113,153,181
GAREM2,996,1212,350,477
HADHA,5903,5925,4500,5296
HADHB,2085,2232,1785,2522
LOC105374334,148,153,34,15
ADGRF3,106,124,17,18
SELENOI,6292,6632,3042,3370
DRC1,5,3,32,28
OTOF,25,34,36,39
FAM166C,1,0,1,0
CIB4,3,3,6,1
KCNK3,12,10,3,4
SLC35F6,691,868,739,829
CENPA,809,974,417,482
DPYSL5,282,268,29,17
LOC124905979,0,0,0,0
MAPRE3,58,46,27,38
MAPRE3-AS1,2,0,2,3
TMEM214,876,1004,774,876
AGBL5-AS1,7,5,2,1
AGBL5,2127,2155,3339,4800
TRY-GTA2-1,24,21,24,28
TRA-AGC8-1,1,0,1,0
OST4,1196,1367,1042,1278
EMILIN1,162,233,362,451
KHK,152,216,27,23
CGREF1,60,83,10,6
LOC124907744,6,6,0,1
ABHD1,50,46,48,63
PREB,1466,1931,1008,1306
PRR30,0,1,0,1
TCF23,4,5,1,2
SLC5A6,3290,5043,1886,2250
ATRAID,2089,2248,2528,3381
CAD,10040,9432,4459,4427
SLC30A3,147,161,13,4
DNAJC5G,2,9,3,6
TRIM54,31,51,10,11
UCN,12,9,11,18
MPV17,916,928,822,1098
GTF3C2,3461,4480,1990,2183
GTF3C2-AS1,7,10,6,2
GTF3C2-AS2,225,278,166,230
EIF2B4,1045,1360,932,1247
SNX17,1926,2368,2335,3309
ZNF513,357,460,327,467
PPM1G,8794,11231,4538,4997
FTH1P3,36,37,19,13
NRBP1,3935,5018,4021,5111
KRTCAP3,431,418,244,310
IFT172,678,770,959,1213
FNDC4,232,266,271,463
GCKR,2,4,6,6
C2orf16,81,66,120,106
ZNF512,1729,1962,1091,1041
CCDC121,63,61,159,194
GPN1,1217,1623,1330,1743
LOC124906143,4,3,2,1
SUPT7L,1096,1421,1334,1872
SLC4A1AP,985,1205,1246,1350
LINC01460,22,9,15,17
LOC105374378,5,10,5,10
MRPL33,865,996,533,685
RBKS,36,29,70,106
BABAM2,594,646,804,984
BABAM2-AS1,7,7,3,8
LOC105374369,14,6,11,7
MIR4263,1,0,3,4
LOC100505736,11,3,8,5
LOC124907745,49,8,35,24
LOC100505716,14,8,16,13
LOC105374381,0,1,0,0
LOC105374382,1,0,2,1
LOC105374383,0,0,0,0
FOSL2-AS1,0,0,0,0
FOSL2,905,341,238,190
LOC102723530,0,0,0,0
PLB1,7,12,9,10
LOC124907746,0,0,0,0
LOC105374384,1,0,0,0
LOC100505774,1,1,4,6
PPP1CB-DT,52,51,63,99
PPP1CB,5254,4697,5406,7425
SPDYA,9,8,5,3
TRMT61B,642,785,455,577
WDR43,7018,7877,3603,4197
SNORD92,5,5,9,2
SNORD53,16,15,6,2
SNORD53B,18,19,12,1
TOGARAM2,37,49,9,5
PCARE,1,0,0,0
LOC105374386,0,0,0,0
CLIP4,10,12,28,16
LOC124907747,0,0,0,0
ALK,54,94,4,8
LOC101929386,2,0,0,0
LOC105374389,1,1,0,0
LOC124907748,0,0,0,0
YPEL5,780,911,667,1189
LOC105374414,0,0,0,0
SNORA10B,1,0,0,0
LOC124907749,0,0,0,0
LBH,1056,1220,996,1579
LOC102723594,1,0,0,0
LINC01936,4,7,8,4
LCLAT1,1201,1148,1308,1542
CAPN13,83,105,146,227
LOC124905982,0,0,0,0
LOC105374435,0,0,0,0
LOC124907750,0,0,0,0
GALNT14,430,493,475,392
LOC107985861,0,0,0,0
CAPN14,19,3,7,12
EHD3,551,739,548,785
LOC124905983,28,31,31,35
LOC124907751,8,3,1,5
XDH,83,77,42,75
SRD5A2,2,5,6,6
LOC107985862,0,0,0,0
LOC107985863,1,2,0,0
LINC01946,0,0,0,0
MEMO1,907,891,698,1015
DPY30,1465,1826,1189,1674
SPAST,1815,2162,1165,1565
SLC30A6,1840,2387,2124,2731
NLRC4,22,11,14,21
YIPF4,982,1212,737,1026
BIRC6,11403,8948,9354,8811
MIR558,0,0,1,1
BIRC6-AS2,8,5,9,7
LOC124905985,4,2,3,3
TTC27,1274,1542,854,1030
MIR4765,1,1,0,0
LINC00486,0,0,1,1
LOC105374453,0,0,0,0
LOC100271832,2,5,1,2
LTBP1,2271,2106,2692,2859
MIR4430,0,0,0,0
RASGRP3,14,12,157,236
RASGRP3-AS1,17,7,9,10
FAM98A,1731,2363,576,656
LOC105374455,62,21,26,23
LOC124905986,65,26,17,28
LINC01317,0,2,0,0
MYADML,0,0,0,0
LOC124905987,0,0,0,0
LOC105374456,0,0,0,0
LINC01318,0,0,0,0
LOC105374457,0,0,0,0
LOC105374459,0,0,4,5
LINC01320,0,0,0,0
LOC107985865,0,0,1,1
LOC105374458,2,0,0,0
LOC124907752,0,0,0,0
LOC105374461,0,0,0,0
LOC107985808,0,0,0,2
MIR548AD,0,0,0,0
LOC107985866,0,0,25,24
CRIM1-DT,149,141,75,109
CRIM1,2050,1847,1511,1616
LOC124907753,7,3,5,3
LOC124905989,17,10,17,9
FEZ2,993,901,900,1221
LOC124905990,1,0,0,0
VIT,14,13,2,3
STRN,3246,2943,1998,2262
HEATR5B,1804,1510,1997,2966
GPATCH11,278,260,445,570
EIF2AK2,4162,3422,2020,1949
SULT6B1,1,1,0,0
CEBPZOS,2626,2101,761,650
CEBPZ,6206,7074,2874,3486
NDUFAF7,1310,1409,783,915
PRKD3,7408,6655,4841,5239
PRKD3-DT,9,5,3,3
LOC124907754,9,6,6,6
QPCT,289,292,929,993
LOC107985868,43,52,324,225
LINC03063,0,1,23,18
LOC124905991,2,1,11,6
CDC42EP3,2583,2238,1039,1127
LOC107985870,0,0,2,0
LOC105374465,0,0,1,0
LOC107985869,0,1,22,14
PIRAT1,2,1,0,3
RMDN2,85,87,85,76
RMDN2-AS1,0,1,1,0
CYP1B1,874,666,1173,1197
LOC107985871,7,4,6,11
CYP1B1-AS1,7,11,15,9
LOC102723739,7,1,8,7
LOC105374467,0,0,0,0
ATL2,3795,3816,3249,4661
LOC105374468,0,1,0,0
LINC01883,0,0,0,0
LINC02613,0,1,0,0
HNRNPLL,2322,3343,2331,3096
GALM,546,742,589,774
LOC124905993,9,8,13,8
SRSF7,6733,9579,4973,5244
GEMIN6,722,923,457,511
DHX57,1933,2315,1646,1866
LOC105374470,7,4,2,3
MORN2,152,188,195,216
ARHGEF33,19,35,18,32
LOC105374471,4,2,2,10
LOC375196,4,3,3,6
SOS1,1922,1713,1253,1531
CDKL4,27,19,18,9
MAP4K3,2709,2904,1956,2299
MAP4K3-DT,74,43,28,47
TMEM178A,191,214,126,128
THUMPD2,479,502,310,390
LOC124905994,58,36,45,43
LOC112268436,0,0,0,1
SLC8A1-AS1,0,1,1,0
SLC8A1,228,129,426,418
LOC101929667,0,0,0,0
LOC105374473,0,0,0,0
LOC105374475,1,0,0,0
LOC105374497,0,0,0,0
LOC105374491,0,0,0,0
LINC01794,0,0,0,0
LOC105374506,0,0,0,0
LINC01913,0,0,0,1
LINC01914,0,1,2,0
LINC02898,9,10,5,4
LOC124905996,0,0,0,0
LOC105374517,0,0,2,4
PKDCC,718,1452,2320,5635
LOC105374531,0,2,0,1
EML4-AS1,15,9,9,6
EML4,7255,8634,6936,8499
COX7A2L,2814,2797,2582,3409
KCNG3,254,178,50,32
LOC124900542,5,4,0,0
MTA3,2196,2388,2172,3103
LOC105374555,11,12,6,11
OXER1,11,12,28,38
HAAO,36,55,48,75
TRI-TAT2-1,18,20,18,20
LOC105374568,0,0,2,2
LOC112268413,1,1,0,3
LINC01819,0,0,0,0
LOC107985876,3,1,0,1
LOC124907756,1,0,1,1
LINC02580,0,2,0,1
LOC105374570,1,3,0,0
LOC124907755,3,3,2,2
ZFP36L2,1631,1663,1124,1255
LINC01126,67,82,66,82
THADA,1832,1861,1473,1814
PLEKHH2,478,356,356,340
C1GALT1C1L,10,11,9,13
DYNC2LI1,259,257,603,896
LOC105374571,3,7,6,3
ABCG5,3,3,3,11
ABCG8,19,18,15,13
LOC102725159,0,0,0,0
LRPPRC,17216,16680,10586,14844
LOC124907757,0,0,0,0
LOC102723904,18,22,16,15
PPM1B,3004,3174,1327,1566
SLC3A1,24,10,17,20
PREPL,1274,1439,1117,1458
CAMKMT,356,343,196,277
LOC124905998,12,9,7,7
LOC124907759,58,14,20,8
LOC124905999,123,58,68,32
LOC124907758,57,28,28,23
LOC105374573,1,0,4,3
LINC01833,0,1,36,122
SIX3-AS1,0,0,0,10
SIX3,0,2,15,46
SIX2,6,10,0,2
LOC107985809,0,0,0,1
LINC01121,2,0,0,0
LOC105374576,1,0,0,0
LOC105374577,0,0,0,0
SRBD1,1762,1941,1523,1661
LOC102724965,5,3,1,1
PRKCE,118,93,62,68
PRKCE-AS1,1,1,1,0
LOC124907761,3,0,0,0
LOC101926974,0,0,0,0
LOC105374581,0,0,0,0
EPAS1,400,405,18,7
LINC01820,1,0,1,1
LOC124907762,1,1,0,0
LINC02583,0,0,0,0
TMEM247,3,1,0,0
LOC124906002,7,1,2,0
ATP6V1E2,283,272,157,154
RHOQ,1603,1134,1046,1396
RHOQ-AS1,92,31,26,41
PIGF,350,350,273,417
LOC124906003,60,21,20,18
CRIPT,481,652,353,514
LOC105374584,42,11,26,17
SOCS5,916,913,689,879
LINC01118,1,1,4,2
LINC01119,0,0,5,5
LOC107985880,2,1,1,2
LOC124906004,2,0,0,0
MCFD2,4382,4840,3464,4468
TTC7A,793,934,597,744
STPG4,4,6,2,2
CALM2,8651,11934,6085,7482
EPCAM-DT,38,23,18,30
LOC105374588,2,0,0,2
LOC124907763,0,5,1,2
LOC107985882,1,0,0,0
BCYRN1,21,29,31,15
EPCAM,6929,6868,6047,8055
MIR559,3,3,2,4
MSH2,21236,20678,15843,18364
KCNK12,411,315,1030,2276
MSH2-OT1,29,13,14,17
LOC105374589,3,3,5,16
MSH6,16208,20159,13125,16003
FBXO11,1834,1667,1409,1943
LOC100506235,20,13,39,54
LOC105374590,4,2,1,5
LOC105374592,0,0,1,0
LOC105374591,0,0,1,2
LOC124907765,22,13,8,8
LOC105374593,0,1,0,1
LOC102724008,0,1,0,0
LOC124907766,11,9,7,7
FOXN2,1355,1273,949,1164
PPP1R21,644,578,484,669
STON1-GTF2A1L,2,5,3,1
STON1,452,268,450,588
GTF2A1L,1,0,0,0
LHCGR,10,8,4,5
LOC105374594,0,0,0,1
FSHR,5,3,592,1102
MIR548BA,0,0,4,0
LOC107985810,1,0,0,0
LOC105374595,0,0,0,0
LOC124906005,0,0,0,0
NRXN1,656,370,402,670
LOC101927089,1,0,2,1
MIR8485,1,0,0,0
LOC124906006,15,3,7,3
LOC730100,153,202,514,318
LOC105377627,0,0,0,0
LOC105374597,0,0,1,0
LOC124907767,1,0,0,0
LOC107985766,0,0,2,1
LINC01867,17,15,101,68
LOC105374598,3,1,4,1
MIR4431,0,0,0,1
LOC105369165,6,2,14,13
LOC124900528,0,0,0,0
LOC105374600,0,1,0,0
ASB3,80,80,79,91
GPR75-ASB3,0,0,0,0
CHAC2,220,389,53,48
ERLEC1,1303,1463,1272,1561
LOC112268415,22,8,10,8
MIR3682,2,0,1,3
GPR75,35,59,37,61
PSME4,6184,4906,2929,2810
ACYP2,114,68,134,198
LOC105374615,5,2,8,14
LOC105374610,3,0,2,3
TSPYL6,1,0,3,1
C2orf73,1,0,0,4
LOC102724072,0,1,3,0
SPTBN1,26680,25756,19444,20411
RPL23AP32,6,5,7,4
LOC124906008,32,15,13,17
LOC105374653,0,1,1,0
EML6,70,80,45,61
EML6-AS1,1,0,0,0
RTN4,8644,9890,5867,7174
LOC105374662,0,0,0,0
CLHC1,225,148,189,267
RPS27A,30790,32412,25755,34132
MTIF2,2062,2183,1973,2684
PRORSD1P,35,31,27,28
CCDC88A,4639,4293,3817,4228
LOC124907768,7,2,5,6
CFAP36,863,724,1101,1571
PPP4R3B,3534,3146,3023,4094
LOC124900537,3,1,1,3
PNPT1,2425,2993,1329,1462
LOC107985811,2,2,2,1
LOC112268416,5,2,2,1
EFEMP1,1527,1404,1402,1604
LOC105374690,10,14,1,2
MIR217HG,0,0,0,0
MIR217,0,0,0,0
MIR216A,0,0,0,0
MIR216B,0,0,0,0
LINC01813,0,1,0,0
LOC100129434,10,9,5,2
CCDC85A,7,3,49,70
LOC101927213,0,0,0,0
LOC124906180,0,0,0,0
LOC124900539,0,0,0,0
LOC101927235,1,0,0,0
LOC105374697,0,0,0,0
LOC105377628,1,0,0,0
LOC124907769,0,0,0,0
VRK2,445,564,529,731
LOC124907770,0,0,1,0
LOC107984043,2,1,0,2
FANCL,1017,1339,861,1041
LINC01795,0,0,0,0
LINC01122,18,18,25,27
LOC124907771,21,23,15,9
LINC01793,0,0,0,1
LOC105374754,0,0,0,0
MIR4432HG,0,1,0,0
MIR4432,0,0,0,0
LOC102724142,1,4,6,3
LOC124906010,0,0,5,1
BCL11A,820,939,309,204
PAPOLG,2051,2223,1360,1496
REL-DT,0,0,1,0
REL,492,408,610,741
PUS10,128,147,105,159
PEX13,992,1170,887,1026
SANBR,342,460,388,399
LOC105374759,0,1,1,1
C2orf74-DT,107,135,206,259
C2orf74,108,124,202,303
C2orf74-AS1,9,11,18,9
AHSA2P,849,1015,1500,2624
USP34,7632,6177,5665,6251
SNORA70B,3,3,2,1
XPO1,18124,22142,14476,17144
LOC124907772,12,17,7,5
LOC107985767,6,0,11,7
LOC105374760,1,1,1,0
FAM161A,549,487,335,395
CCT4,12500,14340,7989,10254
LOC124907773,7,16,5,7
COMMD1,449,547,340,395
LOC124906012,1,1,0,3
LOC124906013,54,50,47,45
B3GNT2,1828,1877,1036,1274
MIR5192,8,7,3,0
LOC105374761,3,3,0,3
LOC124906156,0,0,0,0
LOC105374764,5,5,0,2
