	sample1	sample4	sample2	sample3
TRIM60	2	1	0	1
TRIM75	0	0	3	4
TMEM192	889	894	1210	1007
KLHL2	499	574	941	896
GK3	5	5	11	17
LOC124900915	1	0	0	5
MSMO1	4718	4863	5410	3871
LOC105377519	0	0	1	0
CPE	410	366	4100	3244
MIR578	0	0	0	1
LOC105377520	0	0	1	2
LOC124900806	0	0	0	0
LINC01179	0	0	0	0
LOC101928131	0	1	0	0
LOC105377521	0	0	0	0
TLL1	22	14	9	26
SPOCK3	52	22	1610	1130
LOC105377523	0	0	0	0
ANXA10	0	1	0	0
LOC124900170	0	0	0	0
LOC105377524	1	1	0	0
DDX60	313	256	191	146
LOC124900910	0	0	0	0
DDX60L	83	63	82	80
LOC124900181	0	0	0	0
LOC107986198	1	0	2	2
PALLD	290	284	3293	2400
LOC124900807	0	0	1	8
PALLD-AS1	0	0	2	4
LOC124900808	0	1	1	3
LOC124900809	26	18	168	161
LOC102723331	68	27	298	455
CBR4	1258	1421	1547	1310
LOC107986200	1	1	0	3
LOC105377527	1	4	0	1
SH3RF1	823	1061	1990	1973
LOC105377529	0	0	0	0
NEK1	929	951	1769	1479
CLCN3	3861	3138	3866	3222
HPF1	870	905	1300	939
LOC107986240	0	1	0	0
LOC124900810	0	0	0	0
LOC105377530	45	46	0	0
LINC02275	18	16	1	0
MFAP3L	1126	1350	1468	3021
LOC101928198	0	0	0	5
AADAT	364	432	940	950
LOC107986326	9	6	12	25
LINC01612	30	49	634	1124
LINC02512	0	0	0	2
LINC02382	0	0	0	1
LOC124900869	0	0	0	0
LINC02431	0	0	0	0
MIR6082	0	0	0	0
LOC105377534	0	0	0	0
LINC02504	0	1	0	0
LOC105377535	0	0	0	1
LINC02174	0	0	0	0
LOC441052	0	5	5	2
GALNTL6	3	4	9	10
LOC124900811	0	0	0	0
GALNTL6-AS1	0	0	0	0
LOC107986201	0	0	0	0
GALNT7-DT	103	75	150	145
GALNT7	2142	2421	2959	2890
LOC124900812	115	68	155	300
MIR548T	0	0	0	0
HMGB2	6596	7425	18364	13407
SAP30-DT	156	91	75	70
SAP30	806	766	625	436
SCRG1	34	6	45	61
LOC112268474	99	17	53	147
LOC112267917	28	5	138	176
LOC101928409	1	2	541	479
LOC124900815	0	0	238	235
HAND2	1	1	4142	3094
HAND2-AS1	0	0	510	533
LOC124900816	0	0	95	76
LOC107986203	0	2	0	1
LINC02269	0	0	4	4
LOC105377543	1	0	25	26
LOC105377544	1	0	8	12
LOC105377546	0	0	0	2
LOC107986204	0	0	5	2
LINC02268	0	0	27	18
FBXO8	239	283	570	381
CEP44	898	937	2029	1691
LOC105377547	1	0	0	1
MIR4276	0	0	0	0
HPGD	5	15	32	51
LOC105377548	1	1	5	5
LOC124900870	0	0	0	0
LOC105377549	0	2	0	0
LOC105377551	0	0	0	0
GLRA3	1	4	1	0
LOC101928551	2	1	0	2
ADAM29	0	1	0	0
LOC124900871	0	0	0	0
LOC105377552	0	0	0	0
LOC124900872	0	0	0	0
GPM6A	86	57	106	76
GPM6A-DT	0	1	1	6
LOC107984113	5	4	5	21
WDR17	226	157	156	101
SPATA4	1	0	7	0
ASB5	7	5	11	7
SPCS3	4337	4981	7411	6902
LOC124900817	0	1	0	1
HAFML	0	0	1	1
VEGFC	20	28	45	32
LINC02509	0	0	0	0
LOC105377557	1	1	0	0
NEIL3	783	858	937	749
LOC105377558	37	29	40	43
AGA	184	239	548	342
AGA-DT	30	38	73	68
LOC124900889	0	0	0	0
LOC105377559	0	0	7	8
LINC01098	0	1	4	11
LOC105377560	0	0	46	42
LINC01099	0	2	772	611
LOC105377561	0	0	2	2
LOC105377562	0	0	0	0
LOC124900186	0	0	0	0
LOC105377563	0	0	0	0
LOC124900818	1	0	0	0
LOC124900623	19	10	5	5
LOC124900819	13	4	7	9
LOC105377567	0	0	2	1
LOC105377565	0	0	0	1
LOC124900820	0	0	0	0
LOC105377568	0	0	2	6
LOC124900821	0	0	1	3
LINC00290	0	0	3	0
LINC02500	0	0	2	9
LOC107986205	0	1	2	3
LOC124900822	0	0	1	2
TENM3	5670	4713	6081	6398
TEMN3-AS1	0	0	1	3
TENM3-AS1	275	335	261	264
MIR1305	2	1	6	4
LOC105377572	43	14	39	127
LOC105377571	8	4	7	12
LOC105377576	36	22	70	106
DCTD	1804	1979	2774	2280
LOC105377577	1	0	0	0
LOC107986327	0	0	0	0
LOC112268472	0	0	0	1
LOC107986328	0	0	0	0
CIBAR1P2	2	0	0	0
LOC105377578	2	0	0	0
WWC2-AS2	161	145	114	68
WWC2	8113	6832	4076	3485
WWC2-AS1	8	2	5	6
LOC124900896	9	1	1	3
CLDN22	0	0	0	0
CLDN24	7	5	8	12
LOC124900894	1	0	1	0
CDKN2AIP	717	912	1256	1004
LOC124900823	2	0	19	8
ING2-DT	25	26	58	40
ING2	483	467	574	404
LOC101929996	0	0	0	0
LOC105377580	0	0	4	0
LOC124900911	0	0	0	0
RWDD4	491	627	655	548
TRAPPC11	2719	2406	3706	2858
LOC105377581	0	0	1	0
LOC124900824	0	0	0	0
STOX2	3169	3567	1481	1232
LOC107986330	0	0	1	1
LOC124900826	0	2	1	2
ENPP6	15	14	2	1
LOC105377582	0	0	0	0
LOC105377584	0	0	0	0
LOC124900825	0	0	0	0
MYL12BP2	0	3	1	1
LINC02363	5	5	9	11
LINC02362	3	0	8	7
IRF2	310	370	403	294
LINC02427	0	1	2	1
LINC02365	3	6	3	3
CASP3	3517	5504	2550	1958
PRIMPOL	211	196	565	389
CENPU	1574	2494	2446	2137
ACSL1	480	504	150	89
SLED1	0	2	0	0
LOC105377587	0	0	0	0
MIR3945HG	0	0	0	0
MIR3945	1	2	0	0
LINC01093	0	0	0	0
MIR4455	0	0	0	0
LINC02437	0	0	0	0
HELT	1	2	0	0
LINC02436	0	1	0	0
LOC105377588	1	0	0	0
SLC25A4	1767	2408	1008	774
CFAP97	2458	2188	2870	2484
SNX25	1183	1104	1417	1054
LOC124900827	4	0	9	2
LRP2BP	213	116	231	304
ANKRD37	12	2	6	12
UFSP2	933	780	950	669
C4orf47	335	100	69	72
CCDC110	79	71	30	24
LOC105377590	14	7	0	1
PDLIM3	117	165	216	212
SORBS2	42	67	305	327
LOC101928929	0	1	0	0
LOC124900909	0	0	0	0
LOC124900828	0	0	0	0
LOC124900830	0	0	0	0
LOC124900829	0	0	0	0
TLR3	92	124	4	3
FAM149A	373	349	251	179
LOC124900171	27	25	14	22
FLJ38576	21	31	26	29
CYP4V2	101	95	151	108
KLKB1	700	1019	18	11
LOC124900873	2	0	0	0
F11	24	29	0	1
F11-AS1	2	4	5	3
LOC124900874	0	0	1	1
LOC105377596	3	0	0	0
MTNR1A	22	10	13	12
FAT1	22780	17686	15437	14375
LOC107986334	22	24	19	26
LOC124900875	0	0	0	0
LOC124900877	2	1	8	13
LOC102723906	0	0	2	1
LOC105377599	13	13	29	27
LOC124900876	0	0	0	0
LOC124900878	0	0	0	0
LINC02374	0	0	0	0
LOC107986335	47	25	108	74
LOC339975	35	34	110	108
LINC02514	1	1	3	13
LINC02515	3	5	15	38
LINC02492	0	0	0	0
LOC105377604	0	0	0	0
LOC124900879	0	0	0	0
LOC105377603	0	0	0	0
LOC107983963	0	0	0	0
LOC124900880	0	0	0	1
LOC124900881	0	0	1	1
ZFP42	5808	9977	1825	1599
TRIML2	1255	1582	16	2
LOC107986337	0	0	0	0
TRIML1	0	0	0	0
LINC02434	0	0	0	1
LOC105377607	1	0	0	0
LOC105377608	1	0	0	1
LOC105377609	1	1	6	10
LINC01060	0	2	2	1
LOC101930028	0	0	0	0
LINC02508	0	0	0	0
LOC105377611	0	0	0	0
LOC105377612	1	0	0	0
LOC105377613	2	0	0	0
LOC124900838	0	0	0	0
LOC105377614	0	0	0	0
LOC105377615	0	0	0	0
LINC01262	0	0	0	0
LOC105377616	1	3	9	14
FRG1-DT	12	25	24	22
LOC124900882	0	0	2	4
LOC105377619	0	0	0	0
LINC01596	0	0	0	1
FRG1	574	817	1070	770
FRG2	0	0	0	0
DBET	1	3	3	1
LOC107986338	0	0	1	0
DUX4	0	0	0	0
LOC124900509	0	0	0	0
ANKRD20A12P	3	0	0	1
LOC124900928	1	0	0	0
LOC105374602	0	1	0	0
PLEKHG4B	1525	2013	2204	1855
LRRC14B	3	1	6	8
LOC124900929	0	0	2	0
CCDC127	606	738	1471	1161
SDHA	3444	3590	2507	2080
PDCD6-DT	3	2	14	11
PDCD6-AHRR	0	0	0	0
PDCD6	972	1224	1337	1050
AHRR	0	0	0	2
EXOC3-AS1	34	53	97	56
EXOC3	846	1204	1635	1167
LOC124900930	11	15	18	10
SLC9A3	76	99	467	351
SLC9A3-OT1	0	0	0	0
SLC9A3-AS1	76	59	774	644
LOC107986395	0	0	0	0
MIR4456	0	0	0	0
LOC105374606	0	0	0	0
LOC105374607	0	0	0	0
LOC105374608	1	0	6	2
CEP72-DT	5	1	9	5
CEP72	826	871	1601	1326
TPPP	106	71	165	158
LOC101929898	22	12	33	15
ZDHHC11B	71	51	72	77
ZDHHC11	281	301	268	325
BRD9	1516	1909	2350	2048
TRIP13	1649	2048	1304	1074
LOC124900931	0	0	0	0
LINC02982	3	9	8	1
LOC124900932	1	5	4	5
NKD2	349	363	115	93
SLC12A7	1305	1299	1576	1312
MIR4635	1	0	1	5
LOC107986396	0	2	0	1
LOC124900189	0	0	4	2
TERLR1	0	0	0	0
SLC6A19	5	3	63	32
SLC6A18	5	4	3	3
TERT	1196	1021	139	144
MIR4457	0	0	0	0
CLPTM1L	3624	4587	3154	2388
LINC01511	0	0	0	1
SLC6A3	14	14	8	5
LPCAT1	8279	11595	4150	3381
LOC124901162	85	115	41	79
MIR6075	8	6	4	1
LOC124901161	2	0	5	3
LOC107986397	0	0	3	3
SDHAP3	141	144	324	313
PDCD6P1	129	182	367	258
LOC105374614	32	40	58	31
MIR4277	0	0	0	2
LOC101929003	9	17	8	4
MRPL36	681	868	467	321
NDUFS6	1894	2036	1102	836
LINC02116	0	0	0	0
LOC124901163	0	1	0	0
LOC124901164	1	0	0	0
IRX4	66	39	3	5
IRX4-AS1	0	2	0	0
CTD-2194D22.4	0	0	0	0
LOC124901165	6	8	9	12
LOC105374618	5	5	3	8
LOC124901166	0	0	0	0
LOC100506858	0	0	0	0
LOC124901167	0	0	0	0
LSINCT5	0	1	0	2
IRX2	871	1567	724	545
IRX2-DT	61	143	128	76
LOC105374620	0	0	0	0
LOC107983966	0	0	0	0
LOC107984098	0	0	0	0
LOC105374621	0	0	0	0
LINC01377	0	0	1	1
LINC01019	0	0	0	1
LINC02162	0	0	0	0
LINC01017	0	0	1	0
IRX1	47	68	626	486
LOC107986399	14	8	158	159
LOC105374625	3	2	0	0
LOC105374626	0	0	0	0
LINC02063	1	0	0	0
LOC124901168	6	1	28	22
LOC124901169	14	6	22	45
LOC107986400	0	0	0	0
LINC02114	0	0	0	0
LOC105374629	0	0	0	0
LOC105374630	0	0	0	0
LINC01020	0	0	0	0
LINC02121	5	15	0	0
ADAMTS16-DT	303	485	20	31
ADAMTS16	1763	2209	43	52
LOC101929200	111	101	59	63
ICE1	8193	7742	5339	4872
LOC105374634	0	0	0	0
LOC105374636	0	0	0	0
LINC02145	0	1	0	2
MED10	282	242	307	237
LOC124900933	0	0	3	2
UBE2QL1	66	31	66	75
LOC105374639	24	13	18	29
LINC01018	25	24	10	12
NSUN2	4193	5922	3334	3150
SRD5A1	1037	1194	970	827
LOC124900934	1	0	0	1
LINC02102	1	0	4	3
TENT4A	2714	1806	2602	2574
LOC107986401	12	15	34	25
LOC102724943	3	1	0	3
LINC02236	0	0	0	0
MIR4278	0	0	0	0
LOC105374641	0	0	1	0
LOC105374642	0	0	0	1
LINC02196	1	0	0	0
LOC124900935	6	3	2	5
LOC105374643	38	29	0	0
LOC442132	0	2	1	2
LOC105379638	0	0	0	0
LINC02123	1	1	0	0
LOC105374645	4	2	0	0
LINC02142	0	0	0	0
LOC107986403	70	74	14	13
ADCY2	2126	1919	562	329
LOC105374646	263	142	50	53
CFAP90	15	14	7	5
MTRR	916	1288	1222	1100
FASTKD3	347	504	404	372
LOC124900936	21	8	28	42
LOC124900937	0	0	0	0
LOC102723339	0	1	0	0
LINC02226	2	2	12	5
MIR4458HG	153	170	256	254
MIR4458	0	0	0	0
LOC105374647	2	0	0	0
LOC101929307	2	1	0	0
LINC02199	0	0	0	0
SEMA5A	1138	820	2766	1454
MIR4636	1	1	2	1
LOC124901170	12	8	24	31
SEMA5A-AS1	5	0	15	33
SNHG18	456	315	413	260
SNORD123	2	2	4	4
LOC101929359	1	1	0	2
TAS2R1	0	0	0	2
LOC124900938	0	0	0	0
LINC02112	0	0	0	2
LOC105374649	0	0	0	1
LINC02221	0	1	2	3
LOC107986405	2	2	3	7
LOC124900939	5	0	6	12
ATPSCKMT	263	401	560	491
CCT5	21597	26328	14908	11480
CMBL	420	344	462	338
LOC105374651	18	21	5	3
MARCHF6-DT	86	121	190	127
MARCHF6	3347	3578	7141	7108
MIR10397	0	0	0	0
ROPN1L-AS1	4	1	3	5
ROPN1L	1	6	10	4
LOC124900940	0	0	0	1
MIR6131	0	0	0	0
LINC02212	0	2	3	3
LINC02213	0	0	0	0
ANKRD33B	901	1026	3487	3500
DAP	705	667	1404	1081
DAP-DT	4	11	44	22
CTD-2154B17.1	0	0	0	0
LOC105374654	0	0	0	2
CTNND2	423	255	223	151
LOC105374656	0	1	0	1
LOC105374655	5	4	6	5
LINC01194	31	23	3	4
LOC124900941	14	6	2	8
LOC105374657	1	1	0	0
LINC02220	2	0	0	0
LOC105374659	1	0	0	0
LOC105374660	0	0	0	0
LOC124900942	0	0	0	0
DNAH5	32	23	67	107
TRIO	5824	5000	9194	8739
LOC124900943	58	45	88	176
SNORD170	3	2	2	5
OTULINL	420	494	397	300
SNORD141B	55	56	77	68
OTULIN-DT	8	13	26	41
OTULIN	1415	1885	2471	2215
ANKH	308	289	967	777
LOC100130744	0	1	0	0
LOC124900944	33	37	72	97
MIR4637	0	0	0	2
LOC105374661	1	1	0	2
LOC107986376	0	0	1	0
LOC124900197	0	0	0	0
LINC02149	0	0	1	0
LOC124900945	0	0	1	0
FBXL7	560	638	1080	797
CTD-2350J17.1	1	0	3	3
LOC124900946	113	54	259	642
LOC107986343	12	5	35	52
MIR887	0	1	0	0
LOC107986406	0	3	0	0
MARCHF11	70	42	26	18
MARCHF11-AS1	3	0	0	4
LOC105379640	2	4	5	1
MARCHF11-DT	8	2	7	2
LINC02150	40	48	2	1
ZNF622	1035	1582	1123	845
RETREG1	78	65	219	236
RETREG1-AS1	3	1	2	5
MYO10	9088	9325	5623	4893
LOC124900947	0	0	1	0
BASP1-AS1	6	2	14	18
MIR10522	0	0	0	0
LOC105374664	2	0	3	3
BASP1	2537	3325	3815	3011
LINC02111	0	0	1	0
LINC02217	0	1	0	0
LINC02218	0	0	0	0
H3Y2	0	1	0	0
TAF11L2	0	0	0	0
TAF11L3	0	0	0	0
TAF11L4	0	0	0	0
TAF11L5	0	0	0	0
TAF11L6	0	0	0	0
TAF11L7	0	0	0	0
TAF11L8	0	0	0	0
TAF11L9	0	0	0	0
TAF11L10	0	0	0	0
TAF11L11	0	0	0	0
TAF11L12	1	0	0	0
TAF11L13	0	0	0	0
TAF11L14	0	0	0	0
H3Y1	0	3	0	0
LOC105374666	0	0	0	0
LINC02223	0	0	2	2
LOC124900199	0	0	0	0
LINC02100	4	5	2	4
LOC124901212	0	0	0	0
LOC105374669	0	0	0	0
CDH18	0	4	52	50
LOC105374672	0	0	0	0
LOC124900948	0	0	0	0
CDH18-AS1	1	0	0	0
LINC02241	1	0	0	1
LINC02146	0	0	0	0
LOC105374673	0	0	0	0
LOC105374678	0	0	1	2
LOC102723561	1	0	0	3
LOC124900950	2	5	19	12
LOC124900951	0	0	0	0
GUSBP1	263	282	620	642
LOC124900949	37	16	102	252
LOC105374685	4	5	0	1
CDH12	2	2	38	21
LOC105374683	0	0	0	0
SNORA105A	5	3	1	1
LOC107986345	0	0	6	2
PMCHL1	0	0	0	1
LOC105374682	0	0	0	0
LOC105374681	0	0	0	0
LOC101929617	0	0	0	0
LOC105374686	0	0	0	0
LOC105374687	0	0	0	0
LOC105374688	0	0	0	0
LOC124901171	0	0	0	0
PRDM9	4	4	13	5
LOC124901158	0	0	0	0
LOC107986377	0	1	0	1
LOC124901172	5	0	6	5
LINC02899	19	32	91	81
LOC124901173	9	0	26	61
LOC105374689	10	9	42	54
CDH10	4	1	91	49
LOC124901174	1	1	1	1
LINC02239	0	0	0	0
LINC02228	6	3	3	4
LINC02211	4	1	0	2
LOC124901175	0	1	0	0
LOC124901176	0	0	0	0
TRK-CTT9-1	0	0	0	0
LOC124901159	0	0	0	0
CDH9	0	4	1	0
LOC105374695	0	0	0	0
PURPL	896	606	1050	1503
LOC124901177	0	0	2	1
LOC105374696	0	0	0	0
LINC02103	0	0	0	0
LOC105374701	0	0	0	0
LOC107986409	0	0	0	0
LOC124901178	0	0	0	0
LSP1P3	0	0	0	0
LOC101929645	0	0	0	0
LOC105374699	0	0	0	0
LINC02109	0	0	0	1
LINC02064	0	0	0	0
LOC105374702	0	0	1	0
LOC105374703	0	0	0	0
LOC105374704	0	0	0	0
LOC105374705	0	0	0	0
LOC105374706	0	0	0	0
LOC105374707	0	0	0	0
LOC124901160	0	0	0	0
LOC124901179	0	0	0	0
LOC124900952	0	0	0	0
CDH6	77	48	48	35
LOC105374709	0	0	0	1
DROSHA	3505	3562	3877	3422
C5orf22	1904	1857	2116	1807
PDZD2	683	478	548	555
LOC124901200	0	0	1	0
LOC124900953	39	19	28	57
LOC107986346	7	16	4	5
MIR4279	0	0	0	0
LOC105374711	106	70	90	140
GOLPH3	4039	4310	4258	3413
MTMR12	2013	2320	1941	1502
ZFR	6878	6659	7433	5845
MIR579	1	2	3	6
LOC124900954	1	0	1	0
SUB1	4541	5330	5926	4252
LINC02061	0	0	2	2
NPR3	8	3	83	79
LOC124900956	0	0	2	1
LOC124900955	4	3	2	5
LINC02120	0	0	1	0
LOC105374715	0	0	0	0
LINC02160	0	0	1	2
LOC124900637	0	0	1	2
TARS1-DT	13	20	33	23
TARS1	12614	17262	5670	4874
LOC105374717	0	0	7	3
ADAMTS12	1001	947	21363	16298
RXFP3	0	1	1	1
SLC45A2	1	1	1	2
AMACR	36	62	102	46
C1QTNF3-AMACR	2	3	8	17
C1QTNF3	161	153	357	468
LOC646652	447	262	623	1057
LOC105374719	0	0	0	0
LOC124900957	0	1	2	1
LOC124900958	0	1	0	0
LOC105374721	0	0	0	0
RAI14-DT	5	13	5	3
RAI14	5401	6134	3094	2687
LOC124900960	101	58	79	133
TTC23L-AS1	21	8	77	66
TTC23L	123	137	160	156
LOC124900959	3	1	11	5
RAD1	1422	1928	1739	1532
BRIX1	153	169	130	101
LOC124900961	51	61	38	54
DNAJC21	2289	2262	2693	2402
AGXT2	9	16	0	0
PRLR	184	172	43	78
LOC124901220	0	0	0	0
SPEF2	18	13	245	221
LOC105374724	0	0	2	2
IL7R	0	1	4	1
CAPSL	0	0	10	7
CAPSL-DT	0	0	0	0
UGT3A1	133	107	635	513
UGT3A2	778	910	1042	770
LMBRD2	774	565	1100	1062
MIR580	1	0	0	2
SKP2	3777	4967	4336	3057
NADK2	497	584	1734	1398
NADK2-AS1	2	0	14	28
LOC124900962	0	1	9	39
RANBP3L	7	2	29	64
LOC124900963	0	0	0	0
SLC1A3	809	838	895	1103
SLC1A3-AS1	35	39	96	182
NIPBL-DT	312	439	1154	1035
NIPBL	3471	2282	5635	5864
CPLANE1	836	802	5367	4489
CPLANE1-AS1	3	0	2	2
NUP155	11543	11894	9775	8450
WDR70	1365	1573	2057	1521
GDNF	33	31	14	6
GDNF-AS1	20	15	4	2
LINC02117	0	0	0	0
LINC02110	0	0	0	0
LINC02107	0	0	0	0
LOC105374730	0	0	0	0
LINC02119	0	1	0	0
LOC124900966	0	0	7	5
EGFLAM	19	32	2682	2215
EGFLAM-AS4	0	1	6	28
EGFLAM-AS2	0	0	4	13
EGFLAM-AS1	0	0	5	4
LOC124900965	1	0	5	10
LOC105374732	0	0	3	7
LOC124900964	0	0	1	2
LIFR	1719	1691	21833	20870
LIFR-AS1	10	13	175	149
MIR3650	0	0	0	0
LOC105374735	0	0	1	4
OSMR-DT	1	2	0	1
LINC01265	0	0	0	0
LOC107986414	0	0	0	0
OSMR	158	151	88	67
RICTOR	2146	1930	2857	2784
FYB1	1	0	0	0
C9	0	2	2	0
DAB2	204	263	2133	1718
LINC02104	0	0	0	0
LINC00603	0	0	0	0
LINC00604	0	0	0	0
LOC105374736	0	0	0	0
LOC124900967	0	0	0	0
LOC105374737	0	0	0	0
LOC124900196	0	0	0	0
PTGER4	109	60	69	89
TTC33	534	476	893	783
PRKAA1	1047	1126	1277	1230
LOC124900968	30	25	38	61
LOC124900202	0	0	2	2
RPL37	26248	27007	41737	33533
SNORD72	9	14	12	15
CARD6	10	23	14	6
C7	6	6	13	5
MROH2B	0	0	0	0
LOC105374739	0	0	0	0
C6	0	0	0	0
LOC124900969	0	0	0	0
LOC102723740	0	0	0	0
PLCXD3	9	7	343	625
LOC105374740	0	0	0	0
OXCT1	1586	1938	1791	1444
LOC102723752	24	26	39	57
OXCT1-AS1	4	8	19	14
RIMOC1	1185	1177	1678	1372
FBXO4	25	32	236	188
LINC02996	0	0	0	0
GHR	27	24	117	206
CCDC152	393	425	751	694
SELENOP	96	85	605	358
LOC124900970	0	0	0	0
LOC124900971	0	0	2	0
LOC105374745	6	15	6	4
FLJ32255	1	1	13	14
LOC105374746	4	3	18	21
ANXA2R-OT1	10	13	30	24
LOC105374748	5	4	13	18
ANXA2R	3	2	23	17
ANXA2R-AS1	2	3	38	34
LOC100132356	40	33	143	127
LOC100506639	50	41	154	116
LOC124900972	22	10	74	82
ZNF131	1636	1938	2160	1916
NIM1K	8	2	8	6
HMGCS1	12873	12817	7469	4881
CCL28	96	84	2	2
TMEM267	174	193	277	213
C5orf34-AS1	4	2	11	7
C5orf34	244	296	323	300
LOC124900190	23	29	45	46
PAIP1	3157	3644	5822	4244
NNT-AS1	140	162	321	244
NNT	1057	978	3209	2507
FGF10	17	17	4573	4880
FGF10-AS1	2	0	5	11
LINC02224	0	0	4	3
MRPS30-DT	45	29	68	92
MRPS30	2111	2648	2282	1733
LOC124901180	0	1	0	0
HCN1	127	86	804	516
EMB	1479	1775	1341	1264
PARP8	957	1039	1250	977
LOC124901181	0	0	23	36
LINC02106	1	1	9	34
LOC107986379	1	0	3	13
LOC124901206	0	0	0	0
ISL1-DT	1	1	2035	2206
ISL1	8	26	8915	9496
LOC105378959	0	0	0	0
LINC02118	0	0	5	4
LOC105378961	0	0	1	1
LOC105378962	0	0	0	0
LOC105378963	0	0	1	1
PELO-AS1	0	0	0	2
LOC124900973	0	1	2	2
ITGA1	478	561	497	451
PELO	1559	1604	1378	1135
ITGA2	705	698	442	423
LOC124900974	2	0	1	0
MOCS2	481	638	979	777
MOCS2-DT	52	75	92	73
LOC107986380	0	0	0	0
LOC105378965	0	0	0	0
FST	1393	2862	955	608
NDUFS4	1528	1499	1683	1220
LOC124900975	4	1	2	1
LINC02105	1	0	0	1
ARL15	301	241	409	484
MIR581	1	0	4	4
LINC01033	1	0	0	0
HSPB3	0	0	1	0
SNX18	1403	1577	2155	1533
LINC02998	0	0	0	0
LOC105378969	0	0	0	1
LOC124900976	14	14	15	4
ESM1	0	0	54	29
LOC102467081	0	0	0	0
GZMK	0	0	15	9
LOC105378971	0	0	0	0
GZMA	0	1	6	16
CDC20B	2	2	368	106
GPX8	2025	2685	4690	2853
MIR449A	0	0	0	0
MIR449B	0	0	0	0
MIR449C	0	0	2	1
MCIDAS	2	0	3	3
LOC124900978	0	1	1	0
CCNO	5	2	12	2
DHX29	1828	2586	1577	1223
LOC105378973	20	13	19	25
MTREX	6421	7064	6386	4736
LOC124900979	132	106	161	162
LOC107986415	8	7	3	9
LOC124900977	5	1	5	3
PLPP1	437	551	558	373
MIR5687	3	2	2	4
RNF138P1	98	80	138	134
LOC124900980	0	0	0	1
SLC38A9	1114	1557	1377	1079
DDX4	1	2	1	2
IL31RA	19	24	12	16
IL6ST	705	759	9527	6306
IL6ST-DT	6	7	28	16
LOC124901197	0	0	2	3
LOC105378976	0	0	0	0
ANKRD55	1	0	16	6
LOC101928419	0	0	220	79
LOC105378977	0	0	1	0
LINC01948	1	4	6	7
C5orf67	0	0	0	1
LOC105378979	0	0	0	3
MAP3K1	5343	3003	4858	3499
LOC105378980	1	0	2	2
SETD9	286	361	459	380
MIER3	1506	1721	3477	2984
LOC124900981	0	0	0	1
GPBP1	4907	5572	8406	7058
LOC107986381	0	0	2	0
ACTBL2	0	0	1	0
LOC102724122	0	0	0	0
LNCBRM	0	0	0	0
LOC124901182	0	0	0	0
LOC101928505	0	2	1	0
LINC02225	0	1	0	0
LOC124901183	0	0	5	8
LOC124901202	0	0	0	0
LINC02101	0	0	1	0
LOC105378983	0	0	0	0
LOC105378984	0	1	0	0
PLK2	1179	1166	6691	4268
GAPT	0	0	0	1
MIR548AE2	0	0	0	0
LINC02108	0	1	1	0
RAB3C	446	303	444	327
PDE4D	142	195	1282	1018
LOC107986347	10	1	23	22
MIR582	0	0	0	0
LOC105378988	3	1	0	1
LOC107986350	22	3	6	14
PART1	34	11	14	51
DEPDC1B	2123	2868	2296	1899
LOC124900982	3	10	13	5
ELOVL7	364	261	136	159
ERCC8	666	765	1100	1029
ERCC8-AS1	15	9	17	26
NDUFAF2	626	748	411	334
SMIM15	1082	1159	1304	1213
SMIM15-AS1	3	3	6	1
LINC02057	0	0	0	0
LOC105378993	0	0	0	0
LOC105378994	0	0	0	2
ZSWIM6	908	645	1230	1252
C5orf64	0	1	0	1
LOC101928651	0	0	0	1
C5orf64-AS1	0	0	0	0
LOC124900983	0	0	0	0
LOC105378995	0	0	0	0
LOC105378998	0	1	0	1
LOC124900610	0	1	1	0
KIF2A	4667	4608	4639	4137
DIMT1	910	1234	735	537
IPO11	2079	2339	1816	1785
IPO11-LRRC70	0	0	3	1
LRRC70	14	6	32	36
LOC107986416	0	2	1	0
LOC105378999	0	0	0	0
HTR1A	59	106	3	0
RNF180	258	268	762	801
RGS7BP	108	135	45	26
LOC124900984	0	0	4	1
SHISAL2B	165	222	185	139
SREK1IP1	871	970	1008	1069
LOC124900985	99	70	117	137
CWC27	2064	1900	1873	1526
LOC107986419	0	0	0	1
ADAMTS6	154	126	438	426
LOC124900986	65	54	220	236
CENPK	622	664	910	888
PPWD1	1320	1720	2145	1854
TRIM23	647	786	1368	1158
TRAPPC13	580	733	840	631
SHLD3	42	65	94	92
SGTB	886	1000	926	855
NLN	9196	10142	5024	4373
ERBIN	2638	2923	5139	4667
LOC100303749	6	7	10	20
LOC124900212	2	2	1	13
LOC124900987	28	14	52	65
SREK1	1887	2036	3811	3712
LOC401191	4	1	4	8
LINC02065	1	0	0	0
LOC124901219	0	0	0	0
LOC124901205	0	0	0	0
LOC105379004	0	0	0	0
LOC124900988	0	0	0	2
LOC105379003	1	0	0	0
LOC105379002	0	0	0	1
LINC02229	0	0	0	0
MAST4	633	452	878	743
MAST4-AS1	10	23	24	14
CD180	0	0	1	0
LOC124900989	0	0	0	0
LOC101928819	0	1	0	0
LINC02242	4	6	11	16
LINC02997	17	12	42	112
LOC105379007	0	0	0	0
LOC107986420	0	0	0	0
LOC124900990	0	0	0	0
LINC02219	2	1	0	0
PIK3R1	3767	3206	3612	2803
LOC105379013	1	3	0	0
LOC105379012	0	1	0	0
LOC105379011	0	1	1	0
LOC105379010	0	0	0	0
LOC124900991	0	0	0	0
LOC124900198	0	0	0	0
LOC105379015	0	0	0	0
LOC107984116	0	0	0	0
